Date,Open,High,Low,Close,Adj Close,Volume,P/N,Daily_Change,Daily_%_Change,Future_Change,compound,neg,neu,pos
02/14/2018,341.339996,347.429993,341.170013,344.850006,332.226807,4340200,Positive,1.6900019999999927,0.49248221829487626,11.609984999999995,0.12972499999999998,0.095,0.76575,0.13924999999999998
02/15/2018,348.47000099999997,356.549988,348.049988,356.459991,343.411835,5827500,Positive,11.609984999999995,3.3666767574305867,-1.4199820000000045,-0.3042428571428571,0.19728571428571431,0.6652857142857143,0.13742857142857146
02/16/2018,356.589996,359.5,353.51001,355.040009,342.043854,5211600,Negative ,-1.4199820000000045,-0.3983566279111561,-1.6900029999999902,0.13386666666666666,0.06566666666666666,0.8163333333333332,0.11833333333333332
02/20/2018,352.0,357.790009,351.399994,353.350006,340.41568,4303400,Positive,-1.6900029999999902,-0.4760035368295612,-0.9800109999999904,0.5091384615384615,0.06507692307692309,0.7346153846153847,0.20030769230769235
02/21/2018,352.559998,360.809998,351.75,352.369995,339.471527,5258600,Negative ,-0.9800109999999904,-0.2773485165866951,3.550017999999966,0.12455000000000002,0.062625,0.73,0.207375
02/22/2018,354.649994,358.070007,352.640015,355.920013,342.891602,3414300,Positive,3.550017999999966,1.0074688680572708,0.7399910000000318,0.23108,0.1067,0.7404000000000001,0.153
02/23/2018,358.179993,358.769989,353.070007,356.660004,343.604523,3355400,Negative ,0.7399910000000318,0.20790935406040933,6.8200069999999755,0.25848000000000004,0.0772,0.7318,0.1909
02/27/2018,364.600006,369.890015,363.299988,364.640015,351.29245,4774100,Positive,1.160004000000015,0.3191383198235975,-2.430024000000003,0.4532625,0.132125,0.69825,0.169625
02/28/2018,366.799988,371.600006,362.209991,362.209991,348.951355,5472900,Negative ,-2.430024000000003,-0.666417260870289,-12.51998900000001,0.43343000000000004,0.07289999999999999,0.7031000000000001,0.2238
03/01/2018,362.329987,362.73999,346.399994,349.690002,336.88961800000004,8978000,Negative ,-12.51998900000001,-3.4565553991027342,-5.01998900000001,0.30345,0.09633333333333333,0.6930000000000001,0.21066666666666667
03/02/2018,341.820007,346.089996,335.299988,344.670013,332.053436,10021300,Positive,-5.01998900000001,-1.4355540539589096,8.079987000000017,0.12657692307692306,0.10153846153846152,0.7229230769230768,0.17561538461538465
03/05/2018,338.0,354.769989,336.609985,352.75,339.837616,8140200,Positive,8.079987000000017,2.3442674718557655,-3.829987000000017,0.21771666666666667,0.07016666666666667,0.7828333333333334,0.14716666666666664
03/06/2018,354.23999,355.209991,346.019989,348.920013,336.147858,4888300,Negative ,-3.829987000000017,-1.0857510985117003,-1.8800039999999854,0.0033875000000000016,0.093875,0.781625,0.1245
03/07/2018,341.519989,348.410004,339.5,347.040009,334.3367,4575700,Positive,-1.8800039999999854,-0.5388065831580691,1.6900019999999927,0.2257666666666667,0.06983333333333333,0.7053333333333334,0.22483333333333336
03/08/2018,349.51001,352.5,343.950012,348.730011,335.964783,4319900,Negative ,1.6900019999999927,0.48697612844978977,5.789978000000019,0.65704,0.0,0.6966,0.3034
03/09/2018,352.649994,354.890015,350.230011,354.519989,341.542908,3538300,Positive,5.789978000000019,1.6603039077127235,-10.329987000000017,0.58344,0.0112,0.8166,0.17240000000000005
03/12/2018,355.200012,355.230011,343.26001,344.190002,331.591003,6088800,Negative ,-10.329987000000017,-2.9137953628899704,-5.51998900000001,0.06998333333333334,0.093,0.7306666666666666,0.17650000000000002
03/13/2018,345.320007,347.880005,337.609985,338.670013,326.27301,5443800,Negative ,-5.51998900000001,-1.603762156926336,-8.41000299999996,0.0980625,0.09512500000000003,0.776375,0.1285
03/14/2018,339.790009,340.519989,322.299988,330.26001,318.170898,13057900,Negative ,-8.41000299999996,-2.4832440656622157,-0.2799990000000321,0.31798000000000004,0.0706,0.7158,0.2136
03/15/2018,332.299988,332.920013,322.910004,329.980011,317.901123,8766000,Negative ,-0.2799990000000321,-0.08478138179673911,0.4899899999999775,0.4358833333333333,0.057666666666666665,0.7528333333333332,0.1895
03/16/2018,329.820007,330.829987,325.630005,330.47000099999997,318.373199,9329000,Positive,0.4899899999999775,0.14849081267531705,1.2900090000000546,0.5076,0.02725,0.75225,0.2205
03/19/2018,327.450012,333.329987,326.77999900000003,331.76001,319.615997,6328900,Positive,1.2900090000000546,0.39035585562881003,5.86999499999996,0.0957,0.21366666666666667,0.4983333333333334,0.28800000000000003
03/20/2018,331.839996,339.700012,331.0,337.630005,325.271118,6500500,Positive,5.86999499999996,1.7693497778710432,-0.5299989999999752,0.44075,0.0905,0.7655000000000001,0.14400000000000002
03/21/2018,337.070007,341.910004,335.170013,337.100006,324.760529,4056300,Positive,-0.5299989999999752,-0.1569762734801916,-17.490021000000013,0.2800285714285714,0.13814285714285715,0.6912857142857142,0.17042857142857146
03/22/2018,330.109985,332.679993,319.01001,319.609985,307.910706,7282200,Negative ,-17.490021000000013,-5.188377540402655,1.3900150000000053,0.4729,0.08124999999999999,0.6046249999999999,0.31425000000000003
03/23/2018,320.149994,331.140015,318.320007,321.0,309.24987799999997,7237500,Positive,1.3900150000000053,0.4349097541492597,7.970000999999968,-0.2520666666666666,0.1395,0.7935,0.06683333333333334
03/26/2018,330.480011,331.940002,323.589996,328.97000099999997,316.92810099999997,5392900,Negative ,7.970000999999968,2.4828663551401675,-7.850005999999951,0.71855,0.038500000000000006,0.601,0.36075
03/27/2018,331.51001,334.880005,319.0,321.119995,309.365448,5355500,Negative ,-7.850005999999951,-2.3862376435959454,-1.1000060000000076,0.09999999999999998,0.10066666666666667,0.7626666666666667,0.13633333333333333
03/28/2018,321.850006,323.23999,311.170013,320.019989,308.30575600000003,5634700,Negative ,-1.1000060000000076,-0.34255294504473843,7.860015999999973,0.4799555555555556,0.05322222222222222,0.7446666666666667,0.2021111111111111
03/29/2018,323.380005,330.480011,322.0,327.880005,315.878052,3652100,Positive,7.860015999999973,2.45610157807985,-5.44000299999999,-0.060075000000000024,0.1255,0.7785,0.09625
04/02/2018,325.200012,329.940002,317.170013,322.440002,310.637177,5024900,Negative ,-5.44000299999999,-1.6591444787857679,8.380004999999983,-0.40399999999999997,0.16322222222222227,0.7413333333333332,0.09533333333333334
04/03/2018,324.76001,331.100006,323.089996,330.820007,318.710419,4783100,Positive,8.380004999999983,2.598934669402464,-3.380004999999983,0.08967692307692307,0.07469230769230767,0.8230769230769232,0.10192307692307692
04/04/2018,312.299988,327.809998,311.880005,327.440002,315.45413199999996,8235700,Positive,-3.380004999999983,-1.0217051352640727,8.959992,0.3554166666666667,0.07316666666666666,0.77,0.15666666666666665
04/05/2018,330.589996,338.959991,330.26001,336.399994,324.086121,6220000,Positive,8.959992,2.736376724063172,-10.279998999999975,0.02577500000000002,0.14200000000000002,0.6459999999999999,0.212
04/06/2018,330.609985,334.589996,322.209991,326.119995,314.182434,5713600,Negative ,-10.279998999999975,-3.0558856074176854,-3.6399840000000268,0.11627142857142855,0.07114285714285715,0.7954285714285715,0.13328571428571429
04/09/2018,332.25,334.880005,322.049988,322.480011,310.67569,4931700,Negative ,-3.6399840000000268,-1.116148674048656,12.349976000000026,0.4403800000000001,0.1228,0.5795999999999999,0.2974
04/10/2018,331.350006,336.690002,329.549988,334.829987,322.573578,5552000,Positive,12.349976000000026,3.8296872918427205,-7.470002000000022,0.4873166666666667,0.18133333333333326,0.5056666666666666,0.313
04/11/2018,331.600006,337.570007,326.309998,327.359985,315.37701400000003,4573500,Negative ,-7.470002000000022,-2.23098357077558,10.120025999999996,-0.2073090909090909,0.11599999999999998,0.7883636363636364,0.09554545454545456
04/12/2018,331.980011,338.350006,330.459991,337.480011,325.126617,4325000,Positive,10.120025999999996,3.0914059334405275,-8.200011999999958,0.39805,0.055500000000000015,0.7774000000000001,0.16699999999999998
04/13/2018,338.98999,339.670013,326.600006,329.27999900000003,317.226776,4733500,Negative ,-8.200011999999958,-2.4297770927831253,2.4899899999999775,-0.21486666666666665,0.18833333333333332,0.733,0.07866666666666668
04/16/2018,332.339996,333.22000099999997,327.630005,331.769989,319.62561,3901400,Negative ,2.4899899999999775,0.7561923006444093,4.950011999999958,0.15035,0.08049999999999999,0.7805,0.139
04/17/2018,334.730011,339.73999,333.649994,336.72000099999997,324.394409,3381800,Positive,4.950011999999958,1.4920011345570972,4.279999000000032,0.1341083333333333,0.09245833333333332,0.7319166666666667,0.175625
04/18/2018,338.329987,342.399994,337.179993,341.0,328.517761,3117500,Positive,4.279999000000032,1.271085467833566,-0.35998499999999467,0.1164470588235294,0.11823529411764708,0.7110588235294119,0.17076470588235293
04/19/2018,340.190002,342.410004,337.5,340.640015,328.17099,3006800,Positive,-0.35998499999999467,-0.10556744868035484,-1.9700020000000222,0.4613571428571429,0.053285714285714283,0.748,0.1985714285714286
04/20/2018,340.730011,341.399994,335.049988,338.670013,326.27301,3038000,Negative ,-1.9700020000000222,-0.5783237180752354,0.169983000000002,0.11603333333333335,0.10033333333333334,0.779,0.12055555555555557
04/23/2018,339.549988,341.26001,336.0,338.839996,326.436798,2765600,Negative ,0.169983000000002,0.05019133477282001,-9.779997999999978,-0.04417499999999998,0.12025,0.7775000000000001,0.10275
04/24/2018,343.170013,347.670013,323.27999900000003,329.059998,317.014771,7051800,Negative ,-9.779997999999978,-2.886317470030897,13.799986999999987,0.49805,0.0473,0.7670000000000001,0.1857
04/25/2018,338.119995,344.910004,330.519989,342.859985,330.309631,11023600,Positive,13.799986999999987,4.193760130029545,-0.06997599999999693,0.4745857142857143,0.011142857142857144,0.747,0.24185714285714285
04/26/2018,344.01001,345.649994,338.329987,342.790009,330.242188,5273600,Negative ,-0.06997599999999693,-0.020409497480433636,-1.910004000000015,0.7101666666666665,0.018000000000000002,0.616,0.3660000000000001
04/27/2018,341.25,342.920013,337.769989,340.880005,328.40213,3390400,Negative ,-1.910004000000015,-0.5571936024541535,-7.3200069999999755,0.4340454545454545,0.05745454545454545,0.746090909090909,0.1963636363636364
04/30/2018,341.170013,342.579987,333.399994,333.559998,321.350098,3721600,Negative ,-7.3200069999999755,-2.1473852653809855,-4.01998900000001,0.33140000000000003,0.10799999999999997,0.6716,0.2201
05/01/2018,332.5,333.910004,324.179993,329.540009,317.477234,4313100,Negative ,-4.01998900000001,-1.2051771867440775,-5.350007000000005,0.4693000000000001,0.07871428571428571,0.5652857142857143,0.35614285714285715
05/02/2018,329.5,330.709991,323.980011,324.190002,312.32309,3436100,Negative ,-5.350007000000005,-1.6234772270094844,6.5,0.06750000000000002,0.10514285714285714,0.6995714285714286,0.19542857142857145
05/03/2018,322.97000099999997,332.630005,319.130005,330.690002,318.585175,6383200,Positive,6.5,2.0049970572503906,3.739991000000032,0.3835888888888889,0.04822222222222222,0.7656666666666667,0.18633333333333332
05/04/2018,328.040009,335.890015,328.040009,334.429993,322.188171,3655100,Positive,3.739991000000032,1.1309658524239374,6.0,-0.16928999999999994,0.1908,0.6827,0.1266
05/07/2018,335.230011,342.980011,335.209991,340.429993,327.96859700000005,4192200,Positive,6.0,1.7940974570423762,-2.0599980000000073,-0.0890181818181818,0.14109090909090907,0.7204545454545455,0.1382727272727273
05/08/2018,339.769989,341.940002,336.609985,338.369995,325.98400899999996,4014100,Negative ,-2.0599980000000073,-0.60511648278887,6.130004999999983,0.14907142857142855,0.07914285714285715,0.7948571428571428,0.12585714285714286
05/09/2018,339.48999,346.929993,338.579987,344.5,331.889679,4347000,Positive,6.130004999999983,1.8116278306532507,-0.4299930000000245,0.32112500000000005,0.13175,0.68425,0.184
05/10/2018,343.98999,348.570007,342.410004,344.070007,333.128937,3920400,Positive,-0.4299930000000245,-0.12481654571844247,-1.6100159999999732,0.08261999999999999,0.0496,0.8442000000000001,0.1062
05/11/2018,343.769989,345.420013,341.049988,342.459991,331.570099,2332200,Negative ,-1.6100159999999732,-0.4679326785958393,2.130004999999983,0.2345,0.0394,0.7594,0.201
05/14/2018,344.0,347.73999,343.890015,344.589996,333.632385,2520300,Positive,2.130004999999983,0.6219719254737743,-2.470000999999968,0.06492857142857145,0.06,0.7828571428571429,0.15714285714285714
05/15/2018,343.0,343.850006,340.26001,342.119995,331.240936,3009100,Negative ,-2.470000999999968,-0.7167941694975921,-1.1499940000000493,0.41043333333333337,0.016222222222222225,0.8036666666666668,0.1801111111111111
05/16/2018,342.0,343.559998,340.299988,340.97000099999997,330.127502,2230100,Negative ,-1.1499940000000493,-0.3361376174461972,3.1700140000000374,0.43685,0.045700000000000005,0.764,0.1904
05/17/2018,340.47000099999997,344.769989,340.25,344.140015,333.196686,2483300,Positive,3.1700140000000374,0.9297046633730321,7.089995999999985,0.4460000000000001,0.05245454545454546,0.7538181818181819,0.19372727272727272
05/18/2018,345.600006,352.049988,345.190002,351.230011,340.06124900000003,4327700,Positive,7.089995999999985,2.060206802745679,12.690001999999993,0.0622181818181818,0.1440909090909091,0.7023636363636364,0.15354545454545454
05/21/2018,358.459991,365.0,358.450012,363.920013,352.347748,6785400,Positive,12.690001999999993,3.613017567567711,-8.900023999999974,0.23263,0.0572,0.8140000000000001,0.12880000000000005
05/22/2018,364.0,364.850006,354.519989,355.019989,343.730743,5389400,Negative ,-8.900023999999974,-2.4455989453924243,4.190001999999993,0.8806499999999999,0.0,0.5954999999999999,0.4045
05/23/2018,352.27999900000003,359.600006,351.619995,359.209991,347.78747599999997,4497500,Positive,4.190001999999993,1.180215799060269,-0.20999100000000226,0.06128823529411765,0.12776470588235292,0.7330588235294118,0.1391764705882353
05/24/2018,358.450012,360.660004,354.369995,359.0,347.584167,3932100,Positive,-0.20999100000000226,-0.05845912008610732,1.089995999999985,0.08975454545454546,0.1368181818181818,0.7207272727272728,0.14254545454545453
05/25/2018,358.119995,360.600006,357.049988,360.089996,348.639496,2463700,Positive,1.089995999999985,0.3036200557102964,-7.609984999999995,0.22028888888888887,0.061999999999999986,0.7936111111111113,0.14427777777777778
05/29/2018,357.709991,360.97000099999997,350.660004,352.480011,341.27151499999997,4249600,Negative ,-7.609984999999995,-2.113356406602307,5.709991000000002,0.1359857142857143,0.10257142857142856,0.7884285714285715,0.10914285714285714
05/30/2018,355.649994,358.920013,354.100006,358.190002,346.799896,2825200,Positive,5.709991000000002,1.6199474641981793,-6.029997999999978,0.19952,0.0908,0.7281000000000001,0.18100000000000002
05/31/2018,356.829987,356.829987,351.619995,352.160004,340.9617,4406300,Negative ,-6.029997999999978,-1.683463515545025,4.559996999999953,0.15165625,0.06318750000000001,0.8013125,0.1355
06/01/2018,355.790009,358.149994,354.459991,356.72000099999997,345.37667799999997,2657800,Positive,4.559996999999953,1.2948651034204284,4.0100100000000225,0.21276666666666666,0.03983333333333333,0.8366666666666666,0.1235
06/04/2018,358.97000099999997,363.390015,358.850006,360.730011,349.259125,2950300,Positive,4.0100100000000225,1.1241337712375676,-0.6300049999999828,0.1256,0.10275,0.7594166666666666,0.138
06/05/2018,360.5,363.369995,358.850006,360.100006,348.64917,2567800,Negative ,-0.6300049999999828,-0.17464723776474678,11.459992,0.28397222222222224,0.052611111111111115,0.7538333333333334,0.1936666666666666
06/06/2018,362.459991,371.600006,360.98999,371.559998,359.744781,4488400,Positive,11.459992,3.182447045002279,-3.0299989999999752,0.12485,0.12211111111111113,0.6904444444444444,0.18738888888888894
06/07/2018,372.0,374.480011,366.049988,368.52999900000003,356.811127,4517800,Negative ,-3.0299989999999752,-0.8154804113224223,0.9700009999999679,0.03914000000000002,0.11375000000000003,0.72545,0.1608
06/08/2018,368.140015,371.420013,365.459991,369.5,357.750244,3292900,Positive,0.9700009999999679,0.26320815201803516,1.4400019999999927,-0.26255,0.1205,0.7898333333333333,0.08966666666666667
06/11/2018,371.0,373.329987,368.799988,370.940002,359.144501,2468500,Negative ,1.4400019999999927,0.3897163734776665,-0.3200069999999755,-0.08063636363636363,0.1111818181818182,0.7546363636363637,0.13418181818181815
06/12/2018,371.23999,372.730011,367.98999,370.619995,358.834686,2440400,Negative ,-0.3200069999999755,-0.08626920749301714,-6.76998900000001,0.4767666666666666,0.08208333333333333,0.6850833333333334,0.2329166666666667
06/13/2018,370.670013,371.0,363.290009,363.850006,352.279938,3867600,Negative ,-6.76998900000001,-1.8266658818556158,-1.4299930000000245,0.3987588235294117,0.10747058823529412,0.6921764705882354,0.20035294117647054
06/14/2018,366.149994,367.640015,358.829987,362.420013,350.895416,4039500,Negative ,-1.4299930000000245,-0.39301717092730115,-4.540008,-0.0243714285714286,0.10714285714285716,0.6541428571428572,0.23857142857142855
06/15/2018,358.149994,361.660004,353.47000099999997,357.880005,346.499786,9946000,Negative ,-4.540008,-1.252692411332157,-3.1400150000000053,0.11286315789473685,0.08831578947368421,0.7882631578947367,0.1233684210526316
06/18/2018,353.190002,357.649994,352.369995,354.73999,343.45959500000004,3363200,Positive,-3.1400150000000053,-0.877393248052516,-13.61999499999996,-0.3690166666666667,0.1880833333333333,0.7203333333333334,0.09166666666666667
06/19/2018,347.170013,347.170013,338.570007,341.119995,330.272736,6857300,Negative ,-13.61999499999996,-3.8394303952029696,1.5700069999999755,-0.19688888888888892,0.12666666666666668,0.7313333333333332,0.14222222222222222
06/20/2018,346.0,346.980011,340.459991,342.690002,331.792786,4540000,Negative ,1.5700069999999755,0.46025065168049384,-5.029997999999978,0.16571875000000005,0.10037500000000002,0.7134999999999999,0.186125
06/21/2018,341.149994,341.149994,336.200012,337.660004,326.92276,4048300,Negative ,-5.029997999999978,-1.4677982931057265,1.25,0.29603888888888885,0.0763888888888889,0.7000555555555558,0.2236666666666667
06/22/2018,340.429993,340.940002,336.600006,338.910004,328.133026,3192000,Negative ,1.25,0.37019486619445097,-7.709992,0.2817866666666667,0.09286666666666668,0.7008000000000002,0.20626666666666668
06/25/2018,332.519989,333.850006,327.600006,331.200012,320.668243,5006200,Negative ,-7.709992,-2.2749378622650474,0.09997599999996964,0.13192857142857145,0.09242857142857143,0.7477619047619047,0.1598095238095238
06/26/2018,332.390015,334.399994,330.480011,331.299988,320.765015,3112400,Negative ,0.09997599999996964,0.030185989244468914,-1.4799810000000093,0.06383333333333334,0.08208333333333334,0.7745833333333332,0.14325000000000002
06/27/2018,334.850006,341.420013,329.76001,329.820007,319.332092,4578900,Negative ,-1.4799810000000093,-0.4467193038352968,4.829987000000017,0.4822411764705882,0.0528235294117647,0.6851764705882354,0.2620588235294118
06/28/2018,330.0,337.540009,327.290009,334.649994,324.008484,3348000,Positive,4.829987000000017,1.464431173819003,0.8600160000000301,0.055985714285714284,0.0935,0.7622142857142858,0.1442142857142857
06/29/2018,337.190002,340.0,335.359985,335.51001,324.841125,3108500,Negative ,0.8600160000000301,0.2569896953292794,0.5699769999999944,0.026719999999999987,0.14479999999999998,0.7062,0.149
07/02/2018,330.690002,336.329987,329.320007,336.079987,325.39300499999996,2820700,Positive,0.5699769999999944,0.16988375398994116,-3.1499939999999924,0.8281000000000001,0.0,0.7123333333333334,0.2876666666666667
07/03/2018,338.179993,339.690002,332.0,332.929993,322.34314,1464400,Negative ,-3.1499939999999924,-0.9372750898136606,0.25,0.22185714285714286,0.08795238095238095,0.7088571428571429,0.2031428571428572
07/05/2018,336.149994,337.27999900000003,329.100006,333.179993,322.585205,2427900,Negative ,0.25,0.07509086151935573,1.4600219999999808,0.04508333333333333,0.13483333333333333,0.6771666666666668,0.18800000000000006
07/06/2018,332.839996,336.100006,330.450012,334.640015,323.99881,2105100,Positive,1.4600219999999808,0.43820818496744796,7.279997999999978,0.4638,0.0515,0.7280000000000001,0.22033333333333333
07/09/2018,337.5,343.040009,336.51001,341.920013,331.047302,3128700,Positive,7.279997999999978,2.1754714540040743,5.239991000000032,0.2434285714285714,0.08842857142857143,0.7308571428571428,0.18100000000000002
07/10/2018,342.77999900000003,348.0,342.77999900000003,347.160004,336.12066699999997,3278300,Positive,5.239991000000032,1.5325195369596756,-6.559998000000007,0.2465277777777777,0.08377777777777777,0.7534444444444444,0.16283333333333333
07/11/2018,341.730011,344.390015,339.190002,340.600006,329.769257,3056900,Negative ,-6.559998000000007,-1.8896180217811032,5.4299930000000245,0.07875555555555559,0.07122222222222223,0.8228333333333333,0.106
07/12/2018,345.27999900000003,346.600006,342.73999,346.02999900000003,335.026581,2030700,Positive,5.4299930000000245,1.59424336592644,4.760009999999966,0.12012,0.045,0.7713,0.18360000000000004
07/13/2018,347.0,351.23999,346.200012,350.790009,339.63525400000003,2272300,Positive,4.760009999999966,1.375606165290888,5.30999700000001,0.18365,0.0365,0.90275,0.06075
07/16/2018,353.97000099999997,356.339996,352.350006,356.100006,344.77642799999995,2889000,Positive,5.30999700000001,1.5137252669017665,0.7799989999999752,0.28615,0.07008333333333333,0.743,0.187
07/17/2018,357.609985,359.0,355.040009,356.880005,345.531586,2730500,Negative ,0.7799989999999752,0.2190393111085598,3.3500060000000076,0.13770000000000002,0.0762,0.7509999999999999,0.1728
07/18/2018,359.0,361.859985,354.26001,360.230011,348.775055,3090100,Positive,3.3500060000000076,0.938692544571107,-4.9000239999999735,0.4907133333333333,0.07553333333333333,0.7012,0.2232666666666667
07/19/2018,357.690002,359.390015,355.26001,355.329987,344.030853,2711700,Negative ,-4.9000239999999735,-1.3602486884414455,-0.4299930000000245,-0.10674615384615384,0.13,0.7753846153846153,0.09453846153846154
07/20/2018,353.040009,356.98999,353.0,354.899994,343.614563,1816700,Positive,-0.4299930000000245,-0.12101230285413989,-1.6300049999999828,-0.02597857142857144,0.13714285714285718,0.7125714285714285,0.1502142857142857
07/23/2018,355.0,355.0,352.390015,353.269989,342.036407,1943700,Negative ,-1.6300049999999828,-0.45928572205047313,5.0,-0.37339,0.14800000000000002,0.7807,0.0713
07/24/2018,356.75,359.47000099999997,354.640015,358.269989,346.87735,3182000,Positive,5.0,1.415348078152201,-2.3499760000000265,0.3509125,0.0495,0.7495625,0.201
07/25/2018,351.519989,356.299988,345.5,355.920013,344.60211200000003,7378100,Positive,-2.3499760000000265,-0.6559232065625253,3.3999939999999924,0.4689866666666666,0.08893333333333334,0.6898,0.22133333333333333
07/26/2018,355.380005,360.200012,355.269989,359.320007,347.893982,3191200,Positive,3.3999939999999924,0.9552691267180835,1.329987000000017,0.5389083333333334,0.042,0.7218333333333332,0.2360833333333333
