Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,55.630001,56.630001,55.020000,56.340000,54.840424,5881300
2018-01-03,56.160000,57.250000,56.060001,57.049999,55.531528,7735800
2018-01-04,57.349998,57.959999,56.639999,56.779999,55.268707,5840300
2018-01-05,57.580002,57.950001,56.919998,57.720001,56.183697,6308800
2018-01-08,57.340000,58.970001,57.340000,58.740002,57.176540,6224700
2018-01-09,58.779999,59.759998,58.599998,59.259998,57.682705,5862400
2018-01-10,59.119999,59.259998,58.240002,58.480000,56.923462,6474300
2018-01-11,58.619999,58.980000,58.450001,58.689999,57.127869,5460700
2018-01-12,58.630001,59.369999,58.630001,59.250000,57.672970,4744200
2018-01-16,59.869999,60.040001,57.970001,58.130001,56.582783,10054900
2018-01-17,57.150002,58.220001,56.599998,57.689999,56.154488,11145600
2018-01-18,57.709999,58.240002,57.590000,58.049999,56.504906,6911300
2018-01-19,58.080002,58.160000,57.259998,57.490002,55.959820,7541300
2018-01-22,57.619999,57.810001,56.950001,57.730000,56.193424,6000200
2018-01-23,57.439999,57.599998,56.369999,57.099998,55.580196,9878000
2018-01-24,57.310001,57.310001,56.139999,56.869999,55.356319,6557000
2018-01-25,56.290001,56.720001,55.869999,56.139999,54.645744,9482300
2018-01-26,56.369999,58.009998,56.160000,57.910000,56.368633,6081900
2018-01-29,57.560001,58.009998,57.040001,57.230000,55.706734,4166500
2018-01-30,57.209999,57.759998,56.480000,56.860001,55.346584,6402000
2018-01-31,57.180000,57.720001,56.400002,56.770000,55.258976,6199600
2018-02-01,56.099998,57.099998,56.040001,56.580002,55.074036,4079100
2018-02-02,56.189999,56.349998,55.200001,55.250000,53.779438,9275800
2018-02-05,54.889999,55.040001,51.959999,51.990002,50.606209,9070200
2018-02-06,51.270000,54.000000,50.119999,53.820000,52.387497,10563700
2018-02-07,53.380001,54.360001,52.939999,52.970001,51.560116,6496200
2018-02-08,52.910000,53.160000,50.459999,50.470001,49.126667,7798100
2018-02-09,50.830002,51.349998,48.430000,50.889999,49.535484,12278200
2018-02-12,51.560001,53.599998,51.330002,53.160000,51.745060,11144700
2018-02-13,52.689999,53.709999,52.200001,53.560001,52.134418,7490800
2018-02-14,53.259998,55.230000,53.130001,55.150002,53.682098,9448700
2018-02-15,55.720001,55.910000,54.730000,55.560001,54.081181,5622900
