Date,Open,High,Low,Close,Adj Close,Volume,P/N,Daily_Change,Daily_%_Change,Future_Change,compound,neg,neu,pos
01/02/2018,41.240002000000004,41.869999,41.150002,41.799999,38.536654999999996,6934600,Positive,,,1.0200010000000006,0.5674,0.08015384615384616,0.7096923076923077,0.21023076923076928
01/03/2018,42.209998999999996,42.950001,42.200001,42.82,39.47702,14591600,Positive,1.0200010000000006,2.4401938382821564,1.3199989999999957,0.11394999999999998,0.09475,0.7827500000000001,0.1225
01/04/2018,43.09,44.25,43.009997999999996,44.139998999999996,40.69397,17298700,Positive,1.3199989999999957,3.082669313404951,-0.13000100000000003,-0.029990000000000013,0.1133,0.7792999999999999,0.1073
01/05/2018,44.5,44.639998999999996,43.959998999999996,44.009997999999996,40.574112,9643300,Negative ,-0.13000100000000003,-0.2945197166859925,0.2100030000000075,-0.08368333333333333,0.07283333333333335,0.8516666666666667,0.07583333333333335
01/08/2018,44.040001000000004,44.59,43.52,44.220001,40.767723,13099600,Positive,0.2100030000000075,0.47717111916252275,-0.17000200000000376,0.16905714285714285,0.06214285714285715,0.8390000000000001,0.099
01/09/2018,44.310001,44.59,43.740002000000004,44.049999,40.610989000000004,7768100,Negative ,-0.17000200000000376,-0.38444594336396465,-1.0499989999999997,0.7345,0.037000000000000005,0.7163999999999999,0.2466
01/10/2018,43.84,44.139998999999996,42.610001000000004,43.0,39.642967,18281500,Negative ,-1.0499989999999997,-2.3836527215358116,1.1899990000000003,0.365,0.06480000000000001,0.7333999999999999,0.2018
01/11/2018,43.279999,44.27,43.16,44.189999,40.740063,11245800,Positive,1.1899990000000003,2.76743953488372,-0.11999899999999997,0.046187500000000006,0.14,0.7356249999999999,0.124375
01/12/2018,44.150002,44.700001,43.66,44.07,40.629433,14914600,Negative ,-0.11999899999999997,-0.27155239356307925,0.11999899999999997,0.27668571428571426,0.09242857142857143,0.7466428571428573,0.16092857142857145
01/16/2018,45.099998,45.52,43.75,44.189999,40.740063,20169300,Negative ,0.11999899999999997,0.27229180848649115,-0.1600000000000037,0.09002941176470586,0.10776470588235294,0.7451176470588237,0.14711764705882355
