Date,Open,High,Low,Close,Adj Close,Volume,P/N,Daily_Change,Daily_%_Change,Future_Change,compound,neg,neu,pos
01/02/2018,43.400002,43.400002,43.0,43.400002,42.144642,420.0,Negative ,,,-0.0,0.5674,0.08015384615384616,0.7096923076923077,0.21023076923076928
01/03/2018,43.799999,43.799999,43.400002,43.400002,42.144642,125.0,Negative ,0.0,0.0,-0.0,0.11394999999999998,0.09475,0.7827500000000001,0.1225
01/04/2018,43.400002,43.799999,43.400002,43.400002,42.144642,72.0,Negative ,0.0,0.0,0.19999599999999873,-0.029990000000000013,0.1133,0.7792999999999999,0.1073
01/05/2018,43.400002,44.0,43.400002,43.599998,42.338856,60.0,Positive,0.19999599999999873,0.4608202552617291,-0.0,-0.08368333333333333,0.07283333333333335,0.8516666666666667,0.07583333333333335
01/08/2018,43.799999,43.799999,43.599998,43.599998,42.338856,0.0,Negative ,0.0,0.0,0.600003000000001,0.16905714285714285,0.06214285714285715,0.8390000000000001,0.099
01/09/2018,43.400002,44.200001,43.400002,44.200001,42.921504999999996,0.0,Positive,0.600003000000001,1.376153732851093,0.5999979999999994,0.7345,0.037000000000000005,0.7163999999999999,0.2466
01/10/2018,43.400002,44.799999,43.200001,44.799999,43.504154,228.0,Positive,0.5999979999999994,1.3574615077497354,0.40000200000000063,0.365,0.06480000000000001,0.7333999999999999,0.2018
01/11/2018,45.0,46.0,45.0,45.200001,43.892582,500.0,Positive,0.40000200000000063,0.8928616270728051,2.5999979999999994,0.046187500000000006,0.14,0.7356249999999999,0.124375
01/12/2018,46.799999,47.799999,46.599998,47.799999,46.417374,1875.0,Positive,2.5999979999999994,5.752207837340539,-0.39999699999999905,0.27668571428571426,0.09242857142857143,0.7466428571428573,0.16092857142857145
01/15/2018,48.200001,48.200001,47.400002,47.400002,46.028946000000005,171.0,Negative ,-0.39999699999999905,-0.8368138250379409,-0.0,0.26225,0.066,0.7650000000000001,0.16874999999999998
01/16/2018,47.599998,48.0,47.400002,47.400002,46.028946000000005,461.0,Negative ,0.0,0.0,-0.20000100000000032,0.09002941176470586,0.10776470588235294,0.7451176470588237,0.14711764705882355
01/17/2018,47.599998,47.599998,47.200001,47.200001,45.834728000000005,50.0,Negative ,-0.20000100000000032,-0.42194302017117824,0.20000100000000032,0.6175200000000001,0.0374,0.7276,0.235
01/18/2018,47.400002,47.400002,47.400002,47.400002,46.028946000000005,0.0,Negative ,0.20000100000000032,0.4237309232260511,0.19999599999999873,0.3149166666666667,0.08600000000000001,0.7270833333333333,0.18683333333333327
01/19/2018,47.400002,47.599998,47.400002,47.599998,46.22316,58.0,Positive,0.19999599999999873,0.42193247164841186,-0.39999699999999905,0.07259999999999996,0.09216666666666667,0.7668333333333334,0.14083333333333334
01/22/2018,47.200001,47.200001,47.200001,47.200001,45.834728000000005,0.0,Negative ,-0.39999699999999905,-0.8403298672407522,0.39999699999999905,0.1678,0.08375,0.78825,0.12825
01/23/2018,47.200001,47.599998,47.200001,47.599998,46.22316,50.0,Positive,0.39999699999999905,0.8474512532319567,-3.7999989999999997,0.8033666666666667,0.05883333333333333,0.6809999999999999,0.26033333333333336
01/24/2018,45.0,45.200001,43.400002,43.799999,42.533077,229.0,Negative ,-3.7999989999999997,-7.983191511898802,-0.7999989999999997,0.257,0.0996,0.7106,0.1898
01/25/2018,44.0,44.400002,42.0,43.0,41.756209999999996,1807.0,Negative ,-0.7999989999999997,-1.8264817768603114,-0.5999979999999994,0.58095,0.018000000000000002,0.78125,0.20075
01/26/2018,42.400002,42.799999,42.400002,42.400002,41.173569,600.0,Negative ,-0.5999979999999994,-1.39534418604651,0.39999699999999905,0.4862142857142857,0.025714285714285717,0.7047142857142857,0.2695714285714286
01/29/2018,42.599998,42.799999,42.599998,42.799999,41.562,320.0,Positive,0.39999699999999905,0.9433891064439148,-0.1399990000000031,0.5994,0.0,0.672,0.32799999999999996
01/31/2018,42.0,43.389998999999996,41.939999,43.389998999999996,42.134933000000004,675.0,Positive,0.7299989999999994,1.7112025316455615,0.06000200000000433,0.29600000000000004,0.0,0.645,0.355
02/01/2018,43.560001,43.560001,43.450001,43.450001,42.193195,0.0,Negative ,0.06000200000000433,0.13828532238502333,-0.28000300000000067,0.3320666666666667,0.08733333333333332,0.7726666666666667,0.14033333333333334
02/02/2018,43.360001000000004,43.360001000000004,42.790001000000004,43.169998,41.921291,116.0,Negative ,-0.28000300000000067,-0.6444257619234617,-1.369999,0.5058333333333334,0.08166666666666668,0.7426666666666667,0.1755
02/05/2018,41.509997999999996,41.799999,41.509997999999996,41.799999,40.685173,0.0,Positive,-1.369999,-3.1734979464210333,-1.8199990000000028,0.07331428571428575,0.11271428571428573,0.6768571428571428,0.2104285714285714
02/06/2018,39.34,39.98,39.09,39.98,38.913708,72.0,Positive,-1.8199990000000028,-4.354064697465665,2.1199980000000025,-0.10622,0.1356,0.7442,0.1204
02/07/2018,41.029999,42.169998,41.029999,42.099998,40.977173,0.0,Positive,2.1199980000000025,5.302646323161597,-1.7399969999999954,0.7698571428571429,0.016,0.6638571428571429,0.3201428571428571
02/08/2018,41.540001000000004,42.240002000000004,40.360001000000004,40.360001000000004,39.283577,112.0,Negative ,-1.7399969999999954,-4.133009697530143,-1.25,0.61546,0.0,0.8122,0.1878
02/09/2018,39.59,40.0,39.110001000000004,39.110001000000004,38.066906,109.0,Negative ,-1.25,-3.097125790457733,0.880001,0.08127499999999999,0.0855,0.8109999999999999,0.1035
02/12/2018,39.25,39.990002000000004,39.25,39.990002000000004,38.923446999999996,0.0,Positive,0.880001,2.250066421629593,0.5699989999999957,0.2911666666666667,0.11933333333333332,0.695,0.18566666666666667
02/13/2018,40.32,40.560001,40.32,40.560001,39.478241,0.0,Positive,0.5699989999999957,1.425353767174098,1.0799979999999962,0.28315,0.053,0.812,0.135
02/14/2018,41.5,41.639998999999996,40.950001,41.639998999999996,40.529438,770.0,Positive,1.0799979999999962,2.6627168968758053,-0.6799999999999997,0.12972499999999998,0.095,0.76575,0.13924999999999998
02/15/2018,40.779999,40.959998999999996,40.779999,40.959998999999996,39.867573,0.0,Positive,-0.6799999999999997,-1.63304518811348,0.8100010000000069,-0.3042428571428571,0.19728571428571431,0.6652857142857143,0.13742857142857146
02/16/2018,41.029999,41.77,41.029999,41.77,40.655968,0.0,Positive,0.8100010000000069,1.9775415521860795,-0.47000100000000344,0.13386666666666666,0.06566666666666666,0.8163333333333332,0.11833333333333332
02/19/2018,41.82,41.82,41.299999,41.299999,40.198509,625.0,Negative ,-0.47000100000000344,-1.1252118745511241,0.619999,0.05643333333333333,0.058666666666666666,0.794,0.147
