Date,Open,High,Low,Close,Adj Close,Volume,P/N,Daily_Change,Daily_%_Change,Future_Change,compound,neg,neu,pos
01/02/2018,55.630001,56.630001,55.02,56.34,54.840424,5881300,Positive,,,0.7099989999999963,0.5674,0.08015384615384616,0.7096923076923077,0.21023076923076928
01/03/2018,56.16,57.25,56.060001,57.049999,55.531528,7735800,Positive,0.7099989999999963,1.2602041178558787,-0.2700000000000031,0.11394999999999998,0.09475,0.7827500000000001,0.1225
01/04/2018,57.349998,57.959998999999996,56.639998999999996,56.779999,55.26870699999999,5840300,Negative ,-0.2700000000000031,-0.473269070521809,0.9400020000000069,-0.029990000000000013,0.1133,0.7792999999999999,0.1073
01/05/2018,57.580002,57.950001,56.919998,57.720001,56.183696999999995,6308800,Positive,0.9400020000000069,1.6555160559266868,1.0200010000000006,-0.08368333333333333,0.07283333333333335,0.8516666666666667,0.07583333333333335
01/08/2018,57.34,58.970001,57.34,58.740002000000004,57.17654,6224700,Positive,1.0200010000000006,1.7671534690375301,0.5199959999999919,0.16905714285714285,0.06214285714285715,0.8390000000000001,0.099
01/09/2018,58.779999,59.759997999999996,58.599998,59.259997999999996,57.682705000000006,5862400,Positive,0.5199959999999919,0.8852502252213013,-0.7799979999999991,0.7345,0.037000000000000005,0.7163999999999999,0.2466
01/10/2018,59.119999,59.259997999999996,58.240002000000004,58.48,56.923462,6474300,Negative ,-0.7799979999999991,-1.3162302165450668,0.20999900000000338,0.365,0.06480000000000001,0.7333999999999999,0.2018
01/11/2018,58.619999,58.98,58.450001,58.689999,57.127869,5460700,Positive,0.20999900000000338,0.3590954172366656,0.5600009999999997,0.046187500000000006,0.14,0.7356249999999999,0.124375
01/12/2018,58.630001,59.369999,58.630001,59.25,57.67296999999999,4744200,Positive,0.5600009999999997,0.954167676847284,-1.119999,0.27668571428571426,0.09242857142857143,0.7466428571428573,0.16092857142857145
01/16/2018,59.869999,60.040001000000004,57.970001,58.130001,56.582783,10054900,Negative ,-1.119999,-1.8902936708860785,-0.4400019999999998,0.09002941176470586,0.10776470588235294,0.7451176470588237,0.14711764705882355
01/17/2018,57.150002,58.220001,56.599998,57.689999,56.154488,11145600,Positive,-0.4400019999999998,-0.7569275631011951,0.35999999999999943,0.6175200000000001,0.0374,0.7276,0.235
01/18/2018,57.709998999999996,58.240002000000004,57.59,58.049999,56.504906000000005,6911300,Positive,0.35999999999999943,0.6240249718153068,-0.5599969999999956,0.3149166666666667,0.08600000000000001,0.7270833333333333,0.18683333333333327
01/19/2018,58.080002,58.16,57.259997999999996,57.490002000000004,55.95981999999999,7541300,Negative ,-0.5599969999999956,-0.9646804645078388,0.23999799999999283,0.07259999999999996,0.09216666666666667,0.7668333333333334,0.14083333333333334
01/22/2018,57.619999,57.810001,56.950001,57.73,56.193424,6000200,Positive,0.23999799999999283,0.41746041337760165,-0.6300019999999975,0.1678,0.08375,0.78825,0.12825
01/23/2018,57.439999,57.599998,56.369999,57.099998,55.580195999999994,9878000,Negative ,-0.6300019999999975,-1.0912904902130593,-0.2299989999999994,0.8033666666666667,0.05883333333333333,0.6809999999999999,0.26033333333333336
01/24/2018,57.310001,57.310001,56.139998999999996,56.869999,55.35631899999999,6557000,Negative ,-0.2299989999999994,-0.40280036437129185,-0.730000000000004,0.257,0.0996,0.7106,0.1898
01/25/2018,56.290001000000004,56.720001,55.869999,56.139998999999996,54.64574399999999,9482300,Negative ,-0.730000000000004,-1.2836293526222953,1.7700010000000006,0.58095,0.018000000000000002,0.78125,0.20075
