Date,Open,High,Low,Close,Adj Close,Volume,P/N,Daily_Change,Daily_%_Change,Future_Change
3/2/2018,2658.889893,2696.25,2647.320068,2691.25,2691.25,3882450000,Positive,13.580078,0.50716027,29.689941
3/5/2018,2681.060059,2728.090088,2675.75,2720.939941,2720.939941,3710810000,Positive,29.689941,1.103202638,7.180176
3/6/2018,2730.179932,2732.080078,2711.26001,2728.120117,2728.120117,3370690000,Negative ,7.180176,0.263885869,-1.320068
3/7/2018,2710.179932,2730.600098,2701.73999,2726.800049,2726.800049,3393270000,Positive,-1.320068,-0.048387459,12.169922
3/8/2018,2732.75,2740.449951,2722.649902,2738.969971,2738.969971,3212320000,Positive,12.169922,0.446307825,47.600097
3/9/2018,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3364100000,Positive,47.600097,1.737883128,-3.550048
3/12/2018,2790.540039,2796.97998,2779.26001,2783.02002,2783.02002,3185020000,Negative ,-3.550048,-0.127398483,-17.709961
3/13/2018,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3301650000,Negative ,-17.709961,-0.636357657,-15.830079
3/14/2018,2774.060059,2777.110107,2744.379883,2749.47998,2749.47998,3391360000,Negative ,-15.830079,-0.572452226,-2.149902
3/15/2018,2754.27002,2763.030029,2741.469971,2747.330078,2747.330078,3500330000,Negative ,-2.149902,-0.078193041,4.679932
3/16/2018,2750.570068,2761.850098,2749.969971,2752.01001,2752.01001,5372340000,Positive,4.679932,0.17034473,-39.090088
3/19/2018,2741.379883,2741.379883,2694.590088,2712.919922,2712.919922,3302130000,Negative ,-39.090088,-1.420419543,4.020019
3/20/2018,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3261030000,Positive,4.020019,0.148180526,-5.010009
3/21/2018,2714.98999,2739.139893,2709.790039,2711.929932,2711.929932,3415510000,Negative ,-5.010009,-0.18439896,-68.239991
3/22/2018,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3739800000,Negative ,-68.239991,-2.516288868,-55.429931
3/23/2018,2646.709961,2657.669922,2585.889893,2588.26001,2588.26001,3815080000,Negative ,-55.429931,-2.096688047,70.290039
3/26/2018,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3511100000,Positive,70.290039,2.715725573,-45.929932
3/27/2018,2667.570068,2674.780029,2596.120117,2612.620117,2612.620117,3706350000,Negative ,-45.929932,-1.727630895,-7.620117
3/28/2018,2611.300049,2632.649902,2593.060059,2605,2605,3864500000,Negative ,-7.620117,-0.291665709,35.870117
3/29/2018,2614.409912,2659.070068,2609.719971,2640.870117,2640.870117,3565990000,Positive,35.870117,1.376971862,-58.990234
4/2/2018,2633.449951,2638.300049,2553.800049,2581.879883,2581.879883,3598520000,Negative ,-58.990234,-2.233742342,32.570068
4/3/2018,2592.169922,2619.139893,2575.48999,2614.449951,2614.449951,3392810000,Positive,32.570068,1.261486571,30.23999
4/4/2018,2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3350340000,Positive,30.23999,1.156648265,18.150147
4/5/2018,2657.360107,2672.080078,2649.580078,2662.840088,2662.840088,3178970000,Positive,18.150147,0.686286385,-58.370117
4/6/2018,2645.820068,2656.879883,2586.27002,2604.469971,2604.469971,3299700000,Negative ,-58.370117,-2.192024871,8.689941
4/9/2018,2617.179932,2653.550049,2610.790039,2613.159912,2613.159912,3062960000,Negative ,8.689941,0.333654874,43.710205
4/10/2018,2638.409912,2665.449951,2635.780029,2656.870117,2656.870117,3543930000,Positive,43.710205,1.672695375,-14.680176
4/11/2018,2643.889893,2661.429932,2639.25,2642.189941,2642.189941,3020760000,Negative ,-14.680176,-0.552536457,21.800049
4/12/2018,2653.830078,2674.719971,2653.830078,2663.98999,2663.98999,3021320000,Positive,21.800049,0.825075013,-7.689941
4/13/2018,2676.899902,2680.26001,2645.050049,2656.300049,2656.300049,2960910000,Negative ,-7.689941,-0.288662534,21.540039
4/16/2018,2670.100098,2686.48999,2665.159912,2677.840088,2677.840088,3019700000,Positive,21.540039,0.810903836,28.549805
4/17/2018,2692.73999,2713.340088,2692.050049,2706.389893,2706.389893,3234360000,Positive,28.549805,1.066150482,2.25
4/18/2018,2710.110107,2717.48999,2703.629883,2708.639893,2708.639893,3383410000,Negative ,2.25,0.08313658,-15.51001
4/19/2018,2701.159912,2702.840088,2681.899902,2693.129883,2693.129883,3349370000,Negative ,-15.51001,-0.572612478,-22.98999
4/20/2018,2692.560059,2693.939941,2660.610107,2670.139893,2670.139893,3388590000,Negative ,-22.98999,-0.853653221,0.150146
4/23/2018,2675.399902,2682.860107,2657.98999,2670.290039,2670.290039,3017480000,Negative ,0.150146,0.005623151,-35.72998
4/24/2018,2680.800049,2683.550049,2617.320068,2634.560059,2634.560059,3706740000,Negative ,-35.72998,-1.338056147,4.839843
4/25/2018,2634.919922,2645.300049,2612.669922,2639.399902,2639.399902,3499440000,Positive,4.839843,0.183705928,27.540039
4/26/2018,2651.649902,2676.47998,2647.159912,2666.939941,2666.939941,3665720000,Positive,27.540039,1.043420475,2.969971
4/27/2018,2675.469971,2677.350098,2659.01001,2669.909912,2669.909912,3219030000,Negative ,2.969971,0.1113625,-21.859863
4/30/2018,2682.51001,2682.870117,2648.040039,2648.050049,2648.050049,3734530000,Negative ,-21.859863,-0.818749086,6.75
5/1/2018,2642.959961,2655.27002,2625.409912,2654.800049,2654.800049,3559850000,Positive,6.75,0.254904548,-19.130127
5/2/2018,2654.23999,2660.870117,2631.699951,2635.669922,2635.669922,4010770000,Negative ,-19.130127,-0.720586359,-5.939942
5/3/2018,2628.080078,2637.139893,2594.620117,2629.72998,2629.72998,3851470000,Positive,-5.939942,-0.225367446,33.689942
5/4/2018,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3327220000,Positive,33.689942,1.281117919,9.209961
5/7/2018,2680.340088,2683.350098,2664.699951,2672.629883,2672.629883,3237960000,Negative ,9.209961,0.345794552,-0.709961
5/8/2018,2670.26001,2676.340088,2655.199951,2671.919922,2671.919922,3717570000,Positive,-0.709961,-0.026564135,25.870117
5/9/2018,2678.120117,2701.27002,2674.139893,2697.790039,2697.790039,3909500000,Positive,25.870117,0.968222018,25.280029
5/10/2018,2705.02002,2726.110107,2704.540039,2723.070068,2723.070068,3333050000,Positive,25.280029,0.937064361,4.649903
5/11/2018,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2862700000,Positive,4.649903,0.17075958,2.409912
5/14/2018,2738.469971,2742.100098,2725.469971,2730.129883,2730.129883,2972660000,Negative ,2.409912,0.088348952,-18.679932
5/15/2018,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3290680000,Negative ,-18.679932,-0.684214041,11.01001
5/16/2018,2712.620117,2727.76001,2712.169922,2722.459961,2722.459961,3202670000,Positive,11.01001,0.406056177,-2.330078
5/17/2018,2719.709961,2731.959961,2711.360107,2720.129883,2720.129883,3475400000,Positive,-2.330078,-0.085587227,-7.159912
5/18/2018,2717.350098,2719.5,2709.179932,2712.969971,2712.969971,3368690000,Negative ,-7.159912,-0.26321949,20.040039
5/21/2018,2735.389893,2739.189941,2725.699951,2733.01001,2733.01001,3019890000,Negative ,20.040039,0.738675297,-8.570069
5/22/2018,2738.340088,2742.23999,2721.879883,2724.439941,2724.439941,3366310000,Negative ,-8.570069,-0.313576202,8.850098
5/23/2018,2713.97998,2733.330078,2709.540039,2733.290039,2733.290039,3326290000,Positive,8.850098,0.324841002,-5.530029
5/24/2018,2730.939941,2731.969971,2707.379883,2727.76001,2727.76001,3256030000,Negative ,-5.530029,-0.202321339,-6.429932
5/25/2018,2723.600098,2727.360107,2714.98999,2721.330078,2721.330078,2995260000,Negative ,-6.429932,-0.235722057,-31.469971
5/29/2018,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3736890000,Negative ,-31.469971,-1.15641874,34.149903
5/30/2018,2702.429932,2729.340088,2702.429932,2724.01001,2724.01001,3561050000,Positive,34.149903,1.269579147,-18.73999
5/31/2018,2720.97998,2722.5,2700.679932,2705.27002,2705.27002,4235370000,Negative ,-18.73999,-0.687955989,29.350097
6/1/2018,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3684130000,Positive,29.350097,1.084923013,12.25
6/4/2018,2741.669922,2749.159912,2740.540039,2746.870117,2746.870117,3376510000,Positive,12.25,0.447959844,1.929932
6/5/2018,2748.459961,2752.610107,2739.51001,2748.800049,2748.800049,3517790000,Positive,1.929932,0.07025931,23.550049
6/6/2018,2753.25,2772.389893,2748.459961,2772.350098,2772.350098,3651640000,Positive,23.550049,0.856739253,-1.979981
6/7/2018,2774.840088,2779.899902,2760.159912,2770.370117,2770.370117,3711330000,Negative ,-1.979981,-0.071418866,8.659912
6/8/2018,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3123210000,Positive,8.659912,0.312590435,2.969971
6/11/2018,2780.179932,2790.209961,2780.169922,2782,2782,3232330000,Positive,2.969971,0.106870778,4.850098
6/12/2018,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3401010000,Positive,4.850098,0.174338533,-11.220215
6/13/2018,2787.939941,2791.469971,2774.649902,2775.629883,2775.629883,3779230000,Negative ,-11.220215,-0.402612792,6.860107
6/14/2018,2783.209961,2789.060059,2776.52002,2782.48999,2782.48999,3526890000,Negative ,6.860107,0.247154963,-2.830078
6/15/2018,2777.780029,2782.810059,2761.72998,2779.659912,2779.659912,5428790000,Positive,-2.830078,-0.101710267,-5.909912
6/18/2018,2765.790039,2774.98999,2757.120117,2773.75,2773.75,3287150000,Positive,-5.909912,-0.212612772,-11.159912
6/19/2018,2752.01001,2765.050049,2743.189941,2762.590088,2762.590088,3661470000,Positive,-11.159912,-0.402340225,4.72998
6/20/2018,2769.72998,2774.860107,2763.909912,2767.320068,2767.320068,3327600000,Negative ,4.72998,0.171215412,-17.560058
6/21/2018,2769.280029,2769.280029,2744.389893,2749.76001,2749.76001,3300060000,Negative ,-17.560058,-0.63455103,5.119873
6/22/2018,2760.790039,2764.169922,2752.679932,2754.879883,2754.879883,5450550000,Negative ,5.119873,0.186193449,-37.809815
6/25/2018,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3655080000,Negative ,-37.809815,-1.372466917,5.989991
6/26/2018,2722.120117,2732.909912,2715.600098,2723.060059,2723.060059,3555090000,Positive,5.989991,0.22045773,-23.430176
6/27/2018,2728.449951,2746.090088,2699.379883,2699.629883,2699.629883,3776090000,Negative ,-23.430176,-0.860435521,16.680176
6/28/2018,2698.689941,2724.340088,2691.98999,2716.310059,2716.310059,3428140000,Positive,16.680176,0.617868994,2.060058
6/29/2018,2727.129883,2743.26001,2718.030029,2718.370117,2718.370117,3565620000,Negative ,2.060058,0.075840311,8.339844
7/2/2018,2704.949951,2727.26001,2698.949951,2726.709961,2726.709961,3073650000,Positive,8.339844,0.30679575,-13.48999
7/3/2018,2733.27002,2736.580078,2711.159912,2713.219971,2713.219971,1911470000,Negative ,-13.48999,-0.494735054,23.390136
7/5/2018,2724.189941,2737.830078,2716.02002,2736.610107,2736.610107,2953420000,Positive,23.390136,0.862080342,23.209961
7/6/2018,2737.679932,2764.409912,2733.52002,2759.820068,2759.820068,2554780000,Positive,23.209961,0.848128162,24.349854
7/9/2018,2775.620117,2784.649902,2770.72998,2784.169922,2784.169922,3050040000,Positive,24.349854,0.882298606,9.670166
7/10/2018,2788.560059,2795.580078,2786.23999,2793.840088,2793.840088,3063850000,Positive,9.670166,0.347326718,-19.820068
7/11/2018,2779.820068,2785.909912,2770.77002,2774.02002,2774.02002,2964740000,Negative ,-19.820068,-0.709420274,24.270019
7/12/2018,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2821690000,Positive,24.270019,0.874904248,3.02002
7/13/2018,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2614000000,Positive,3.02002,0.107923766,-2.880127
7/16/2018,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2812230000,Positive,-2.880127,-0.102813574,11.120117
7/17/2018,2789.340088,2814.189941,2789.23999,2809.550049,2809.550049,3050730000,Positive,11.120117,0.397369856,6.070068
7/18/2018,2811.350098,2816.76001,2805.889893,2815.620117,2815.620117,3089780000,Positive,6.070068,0.21605125,-11.130127
7/19/2018,2809.370117,2812.050049,2799.77002,2804.48999,2804.48999,3266700000,Negative ,-11.130127,-0.395299314,-2.659912
7/20/2018,2804.550049,2809.699951,2800.01001,2801.830078,2801.830078,3230210000,Negative ,-2.659912,-0.094844767,5.149902
7/23/2018,2799.169922,2808.610107,2795.139893,2806.97998,2806.97998,2907430000,Positive,5.149902,0.183804937,13.419922
7/24/2018,2820.679932,2829.98999,2811.120117,2820.399902,2820.399902,3417530000,Negative ,13.419922,0.478091119,25.670166
7/25/2018,2817.72998,2848.030029,2817.72998,2846.070068,2846.070068,3553010000,Positive,25.670166,0.910160505,-8.630127
7/26/2018,2835.48999,2845.570068,2835.26001,2837.439941,2837.439941,3653330000,Positive,-8.630127,-0.303229604,-18.619873
7/27/2018,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3415710000,Negative ,-18.619873,-0.656220868,-16.21997
7/30/2018,2819,2821.73999,2798.110107,2802.600098,2802.600098,3245770000,Negative ,-16.21997,-0.575417005,13.689941
7/31/2018,2809.72998,2824.459961,2808.060059,2816.290039,2816.290039,3892100000,Positive,13.689941,0.488472865,-2.929932
8/1/2018,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3496990000,Negative ,-2.929932,-0.104035165,13.859864
8/2/2018,2800.47998,2829.909912,2796.340088,2827.219971,2827.219971,3467380000,Positive,13.859864,0.492644506,13.130127
8/3/2018,2829.620117,2840.379883,2827.370117,2840.350098,2840.350098,3030390000,Positive,13.130127,0.464418303,10.049804
8/6/2018,2840.290039,2853.290039,2835.97998,2850.399902,2850.399902,2874540000,Positive,10.049804,0.353822721,8.050049
8/7/2018,2855.919922,2863.429932,2855.919922,2858.449951,2858.449951,3162770000,Positive,8.050049,0.282418232,-0.75
8/8/2018,2856.790039,2862.439941,2853.090088,2857.699951,2857.699951,2972200000,Positive,-0.75,-0.026237997,-4.119873
8/9/2018,2857.189941,2862.47998,2851.97998,2853.580078,2853.580078,3047050000,Negative ,-4.119873,-0.144167445,-20.300049
8/10/2018,2838.899902,2842.199951,2825.810059,2833.280029,2833.280029,3256040000,Negative ,-20.300049,-0.711388797,-11.350097
8/13/2018,2835.459961,2843.399902,2819.879883,2821.929932,2821.929932,3158450000,Negative ,-11.350097,-0.400599195,18.030029
8/14/2018,2827.879883,2843.110107,2826.580078,2839.959961,2839.959961,2976970000,Positive,18.030029,0.638925467,-21.589844
8/15/2018,2827.949951,2827.949951,2802.48999,2818.370117,2818.370117,3645070000,Negative ,-21.589844,-0.760216492,22.319824
8/16/2018,2831.439941,2850.48999,2831.439941,2840.689941,2840.689941,3219880000,Positive,22.319824,0.791940841,9.439942
8/17/2018,2838.320068,2855.629883,2833.72998,2850.129883,2850.129883,3024100000,Positive,9.439942,0.332311593,6.920166
8/20/2018,2853.929932,2859.76001,2850.620117,2857.050049,2857.050049,2748020000,Positive,6.920166,0.242801777,5.909912
8/21/2018,2861.51001,2873.22998,2861.320068,2862.959961,2862.959961,3147140000,Positive,5.909912,0.206853639,-1.139893
8/22/2018,2860.98999,2867.540039,2856.050049,2861.820068,2861.820068,2689560000,Positive,-1.139893,-0.039815192,-4.840088
8/23/2018,2860.290039,2868.780029,2854.030029,2856.97998,2856.97998,2713910000,Negative ,-4.840088,-0.169126216,17.709961
8/24/2018,2862.350098,2876.159912,2862.350098,2874.689941,2874.689941,2596190000,Positive,17.709961,0.619883973,22.050049
8/27/2018,2884.689941,2898.25,2884.689941,2896.73999,2896.73999,2854080000,Positive,22.050049,0.767040949,0.78003
8/28/2018,2901.449951,2903.77002,2893.5,2897.52002,2897.52002,2683190000,Negative ,0.78003,0.026927857,16.520019
8/29/2018,2900.620117,2916.5,2898.399902,2914.040039,2914.040039,2791860000,Positive,16.520019,0.570143395,-12.910156
8/30/2018,2908.939941,2912.459961,2895.219971,2901.129883,2901.129883,2802180000,Negative ,-12.910156,-0.443032897,0.390137
8/31/2018,2898.370117,2906.320068,2891.72998,2901.52002,2901.52002,2880260000,Positive,0.390137,0.013447761,-4.800049
9/4/2018,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971,3077060000,Negative ,-4.800049,-0.165432221,-8.119873
9/5/2018,2891.590088,2894.209961,2876.919922,2888.600098,2888.600098,3241250000,Negative ,-8.119873,-0.280312667,-10.550049
9/6/2018,2888.639893,2892.050049,2867.290039,2878.050049,2878.050049,3139590000,Negative ,-10.550049,-0.365230515,-6.370117
9/7/2018,2868.26001,2883.810059,2864.120117,2871.679932,2871.679932,2946270000,Positive,-6.370117,-0.221334476,5.449951
9/10/2018,2881.389893,2886.929932,2875.939941,2877.129883,2877.129883,2731400000,Negative ,5.449951,0.189782675,10.76001
9/11/2018,2871.570068,2892.52002,2866.780029,2887.889893,2887.889893,2899660000,Positive,10.76001,0.373984159,1.030029
9/12/2018,2888.290039,2894.649902,2879.199951,2888.919922,2888.919922,3264930000,Positive,1.030029,0.035667184,15.26001
9/13/2018,2896.850098,2906.76001,2896.389893,2904.179932,2904.179932,3254930000,Positive,15.26001,0.528225441,0.800048
9/14/2018,2906.379883,2908.300049,2895.77002,2904.97998,2904.97998,3149800000,Negative ,0.800048,0.027548155,-16.179931
9/17/2018,2903.830078,2904.649902,2886.159912,2888.800049,2888.800049,2947760000,Negative ,-16.179931,-0.556972203,15.51001
9/18/2018,2890.73999,2911.169922,2890.429932,2904.310059,2904.310059,3074610000,Positive,15.51001,0.536901472,3.639892
9/19/2018,2906.600098,2912.360107,2903.820068,2907.949951,2907.949951,3280020000,Positive,3.639892,0.125327252,22.800049
9/20/2018,2919.72998,2934.800049,2919.72998,2930.75,2930.75,3337730000,Positive,22.800049,0.784059196,-1.080078
9/21/2018,2936.76001,2940.909912,2927.110107,2929.669922,2929.669922,5607610000,Negative ,-1.080078,-0.036853297,-10.299805
9/24/2018,2921.830078,2923.790039,2912.629883,2919.370117,2919.370117,3372210000,Negative ,-10.299805,-0.351568787,-3.810058
9/25/2018,2921.75,2923.949951,2913.699951,2915.560059,2915.560059,3285480000,Negative ,-3.810058,-0.130509591,-9.590088
9/26/2018,2916.97998,2931.149902,2903.280029,2905.969971,2905.969971,3388620000,Negative ,-9.590088,-0.328927815,8.030029
9/27/2018,2911.649902,2927.219971,2909.27002,2914,2914,3060850000,Positive,8.030029,0.276328699,-0.02002
9/28/2018,2910.030029,2920.530029,2907.5,2913.97998,2913.97998,3432300000,Positive,-0.02002,-0.000687028,10.610108
10/1/2018,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088,3364190000,Negative ,10.610108,0.364110532,-1.160156
10/2/2018,2923.800049,2931.419922,2919.370117,2923.429932,2923.429932,3401880000,Negative ,-1.160156,-0.039669012,2.080078
10/3/2018,2931.689941,2939.860107,2921.360107,2925.51001,2925.51001,3598710000,Negative ,2.080078,0.07115197,-23.899903
10/4/2018,2919.350098,2919.780029,2883.919922,2901.610107,2901.610107,3496860000,Negative ,-23.899903,-0.816948256,-16.040039
10/5/2018,2902.540039,2909.639893,2869.290039,2885.570068,2885.570068,3328980000,Negative ,-16.040039,-0.552797875,-1.140136
10/8/2018,2877.530029,2889.449951,2862.080078,2884.429932,2884.429932,3330320000,Positive,-1.140136,-0.039511638,-4.089844
10/9/2018,2882.51001,2894.830078,2874.27002,2880.340088,2880.340088,3520500000,Negative ,-4.089844,-0.141790374,-94.660156
10/10/2018,2873.899902,2874.02002,2784.860107,2785.679932,2785.679932,4501250000,Negative ,-94.660156,-3.286422891,-57.309815
10/11/2018,2776.870117,2795.139893,2710.51001,2728.370117,2728.370117,4890630000,Negative ,-57.309815,-2.057300781,38.759766
10/12/2018,2770.540039,2775.77002,2729.439941,2767.129883,2767.129883,3966040000,Negative ,38.759766,1.420619796,-16.339844
